article_id,vertical,title,summary,url,source_name,source_type,published_date,time_window,classification_status,use_case_id,technology_id,classification_confidence,classification_evidence,ml_usefulness_probability,ml_keep_recommended,source_quality_prior,source_independence_group,source_role,date_quality_flag,signal_type,signal_confidence,orange_relevance,orange_relevance_confidence,orange_fit_basis,orange_relevance_rationale,event_key,event_key_method,enrichment_method,enrichment_status,review_status,auto_positive_groups,auto_negative_groups,auto_matched_terms,auto_signal_terms,signal_points,is_urgent_signal,opportunity_id
39846,Aerospace,"Pre-Commercial Procurement (PCP) of Deployed Applications, Synchronisation and Monitoring of Critical Mobile Broadband Communication Infrastructure and Information Assets for PPDR","The BroadGNSS project will take the first procurement steps exploit the distinguishing features of EGNOS and Galileo Signals and operational advantages in downstream public safety applications, to improve the services of Public Safety and Disaster relief organisation’s...",https://cordis.europa.eu/project/id/101004213,CORDIS,cordis,2020-12-01T00:00:00+00:00,5y_ago,classified,network-optimization,iot-platforms,0.5,"The article discusses monitoring and synchronising critical mobile broadband communication infrastructure for public safety, which aligns with network optimization. It also mentions exploiting features of EGNOS and Galileo signals, relating to satellite/IoT platforms for connectivity.",0.9122001528739929,1,0.8,source_type:cordis,primary_institutional,valid_past,buying_signal,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, business_trigger",https://cordis.europa.eu/project/id/101004213,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:connectivity; connectivity:network; connectivity:satellite; connectivity:iot; business_trigger:procurement,procurement,4,True,Aerospace | network-optimization | iot-platforms
39847,Aerospace,Operational Platform managing a fleet of semi-autonomous drones exploiting GNSS high Accuracy and Authentication to improve Security & Safety in port areas,The purpose of the PASSport (Operational Platform managing a fleet of semi-autonomous drones exploiting GNSS high Accuracy and Authentication to improve Security & Safety in port areas) is to engineer and qualify a solution extending situational awareness based on aerial...,https://cordis.europa.eu/project/id/101004234,CORDIS,cordis,2020-12-01T00:00:00+00:00,5y_ago,classified,asset-tracking,autonomous-vehicles-drones,0.85,"The article describes managing a fleet of semi-autonomous drones to extend situational awareness and monitor security and safety in port areas, which aligns with tracking physical assets/status, and explicitly uses autonomous drones.",0.9438637495040894,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: cybersecurity,https://cordis.europa.eu/project/id/101004234,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cybersecurity,,cybersecurity:security,,1,False,Aerospace | asset-tracking | autonomous-vehicles-drones
39848,Aerospace,MObiLIty sERvices Enhanced by GALILEO & Blockchain,"""MOLIERE - """"MObiLIty sERvices Enhanced by GALILEO & Blockchain"""" will build the world's best open data commons for mobility services, the “Wikipedia of public transport and new mobility data”, a Mobility Data Marketplace (MDM) underpinned by blockchain technology, raising...",https://cordis.europa.eu/project/id/101004275,CORDIS,cordis,2020-12-01T00:00:00+00:00,5y_ago,classified,asset-tracking,blockchain-distributed-ledger,0.7,"The article explicitly mentions 'GALILEO & Blockchain' and building a 'Mobility Data Marketplace (MDM) underpinned by blockchain technology'. GALILEO is a satellite navigation system used for locating/tracking assets (mobility services), fitting asset-tracking, while blockchain fits the distributed ledger technology.",0.9845196008682251,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, cloud_edge",https://cordis.europa.eu/project/id/101004275,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; cloud_edge,,connectivity:satellite; cloud_edge:edge,,1,False,Aerospace | asset-tracking | blockchain-distributed-ledger
39851,Aerospace,DYNAmic spectrum sharing and bandwidth-efficient techniques for high-throughput MIMO SATellite systems,"The DYNASAT project aims at investigating, developing, and demonstrating bandwidth-efficient transmission techniques for an advance NGSO based satellite access infrastructure servicing mass-market and professional 5G user equipment (e.g. handset) in unserved or underserved...",https://cordis.europa.eu/project/id/101004145,CORDIS,cordis,2020-12-01T00:00:00+00:00,5y_ago,classified,network-optimization,connectivity-5g,0.85,"The project focuses on optimizing bandwidth and spectrum sharing for satellite access infrastructure servicing 5G user equipment, which directly aligns with optimizing capacity and performance of telecom networks (network-optimization) and 5G connectivity (connectivity-5g).",0.9293876886367798,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://cordis.europa.eu/project/id/101004145,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:5g; connectivity:connectivity; connectivity:network; connectivity:satellite,,1,False,Aerospace | network-optimization | connectivity-5g
43564,Automotive,Night Vision Imaging System (NVIS) Replacement Programme,Buyer: West Yorkshire Combined Authority | Value: 1400000.0 GBP | Stage: planning,https://www.find-tender.service.gov.uk/Notice/079755-2026,UK Find a Tender,ocds_uk,2026-08-21T09:44:12+01:00,recent,classified,automated-inspection-defect-detection,computer-vision,0.5,"The article mentions a 'Night Vision Imaging System (NVIS) Replacement Programme' in the automotive sector. While 'imaging system' aligns with computer vision technology, the use case is ambiguous—it could be for automated inspection/defect detection or anomaly detection—but the brief text lacks enough detail to confirm a specific operational use case with high certainty.",0.6537416577339172,1,0.9,source_type:ocds_uk,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://www.find-tender.service.gov.uk/Notice/079755-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:computer vision,,1,False,Automotive | automated-inspection-defect-detection | computer-vision
3433,Automotive,"Poland – Waste and rubbish containers and bins – Zakup, dostawa i rozwiezienie fabrycznie nowych pojemników do zbiórki odpadów komunalnych dla Gminy Brwinów wyposażonych w chip",Buyer: ['Gmina Brwinów'] | Country: POL | Notice type: cn-standard | Value: 967456.51,https://ted.europa.eu/bg/notice/-/detail/578319-2026,TED,ted,2026-08-21T00:00:00+00:00,,classified,asset-tracking,rfid-asset-tagging,0.9,Procurement of municipal waste containers equipped with chips for identification and tracking.,0.3667812943458557,1,0.9,source_type:ted,primary_institutional,valid_past,buying_signal,medium,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: business_trigger,https://ted.europa.eu/bg/notice/-/detail/578319-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,business_trigger,,business_trigger:procurement,procurement,4,True,Automotive | asset-tracking | rfid-asset-tagging
3465,Automotive,Germany – Vehicle-fleet-support services – Fuhrparkmanagementsystem,Buyer: ['Thüga Aktiengesellschaft'] | Country: DEU | Notice type: cn-standard | Value: 15000000,https://ted.europa.eu/bg/notice/-/detail/578236-2026,TED,ted,2026-08-21T00:00:00+00:00,,classified,asset-tracking,iot-platforms,0.7,"The article refers to a 'Fuhrparkmanagementsystem' (Fleet management system), which inherently involves locating and monitoring the status of physical assets (vehicles), typically utilizing telematics and IoT platforms.",0.5232540965080261,1,0.9,source_type:ted,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://ted.europa.eu/bg/notice/-/detail/578236-2026,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot,,1,False,Automotive | asset-tracking | iot-platforms
25214,Automotive,Automotive cybersecurity market heads toward $19B as connected vehicle tech surges - Car Dealership Guy News,,https://news.google.com/rss/articles/CBMitAFBVV95cUxPdHBLWm1DdUlHcXpEMFJlanJ3VWhja1NPdUxMQmFUam9JdmU2c3g5VzdlTHJrSVVqY0ZvdGdFMXhOSUhmSWFRdWR5c1plNlZuUTl3OFZMVzAwTktVWVN2OVhab0xNUkgwSko0X3VPT1VVaHJ6enNvaDlGdXBiMWhIVXBoWTd6a3FRR3paQ2c5YS01N3VhY3Q1SXBySnhXd1V6VVhDMS1NUGZkNUhEcVBfWTRIYmI?oc=5,Car Dealership Guy News,gnews,2026-08-20T09:09:34+00:00,recent,classified,anomaly-detection,cybersecurity-platform,0.7,"The article discusses the automotive cybersecurity market growing due to connected vehicle technology, which aligns with detecting cybersecurity threats in connected systems (anomaly-detection) and security tooling protecting those systems (cybersecurity-platform).",,,0.45,source_type:gnews,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, cybersecurity",https://news.google.com/rss/articles/CBMitAFBVV95cUxPdHBLWm1DdUlHcXpEMFJlanJ3VWhja1NPdUxMQmFUam9JdmU2c3g5VzdlTHJrSVVqY0ZvdGdFMXhOSUhmSWFRdWR5c1plNlZuUTl3OFZMVzAwTktVWVN2OVhab0xNUkgwSko0X3VPT1VVaHJ6enNvaDlGdXBiMWhIVXBoWTd6a3FRR3paQ2c5YS01N3VhY3Q1SXBySnhXd1V6VVhDMS1NUGZkNUhEcVBfWTRIYmI?oc=5,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; cybersecurity,,connectivity:connected; cybersecurity:cyber; cybersecurity:security,,1,False,Automotive | anomaly-detection | cybersecurity-platform
368,Automotive,Inside the Church of Jesus Christ of Latter-day Saints’ Two-Track Telematics Strategy,"With 20,000 vehicles and two fundamentally different driver populations, the Church faced a fleet management problem that a single telematics program couldn't solve. How it responded offers a replicable framework for any fleet where one size doesn't fit every driver.",https://www.automotive-fleet.com/articles/inside-the-church-of-jesus-christ-of-latter-day-saints-two-track-telematics-strategy,Automotive Fleet,rss,2026-08-14T17:00:15+00:00,,classified,asset-tracking,iot-platforms,0.85,"Article describes a telematics strategy for managing 20,000 vehicles across two driver populations—telematics is explicitly listed under IoT Platforms, and tracking/monitoring fleet vehicles maps to asset tracking.",,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://www.automotive-fleet.com/articles/inside-the-church-of-jesus-christ-of-latter-day-saints-two-track-telematics-strategy,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot,,1,False,Automotive | asset-tracking | iot-platforms
369,Automotive,Beyond the Hype: How AI Can Make Fleets More Productive,How can AI actually make fleets more efficient?,https://www.automotive-fleet.com/videos/beyond-the-hype-how-ai-can-make-fleets-more-productive,Automotive Fleet,rss,2026-08-14T13:28:07+00:00,,classified,route-optimization,machine-learning,0.7,"Article discusses how AI can make fleets more productive and efficient, which directly aligns with computing optimal routes for transport (route-optimization) using statistical or deep learning models (machine-learning).",,,0.55,source_type:rss,secondary_media,valid_past,regulation,medium,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://www.automotive-fleet.com/videos/beyond-the-hype-how-ai-can-make-fleets-more-productive,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:ai,ai act,4,True,Automotive | route-optimization | machine-learning
370,Automotive,Merchants Fleet Reports 290M EV Miles as Fleets Navigate Changing Electrification Market,"From millions in operating savings to hundreds of millions of EV miles, Merchants Fleet’s latest report reveals what’s working and what’s changing in fleet electrification.",https://www.automotive-fleet.com/articles/merchants-fleet-reports-290m-ev-miles-as-fleets-navigate-changing-electrification-market,Automotive Fleet,rss,2026-08-13T16:00:14+00:00,,classified,asset-tracking,iot-platforms,0.75,"The article discusses fleet management and tracking 290 million EV miles, which relies on telematics (IoT platforms) to monitor the status and usage of physical assets (vehicles).",,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://www.automotive-fleet.com/articles/merchants-fleet-reports-290m-ev-miles-as-fleets-navigate-changing-electrification-market,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot,,1,False,Automotive | asset-tracking | iot-platforms
377,Automotive,The Safest Fleets Aren’t the Ones with the Most Technology,You’ve made the telematics investment. Here’s how to capture the other half of its value and build the safest fleet on the road.,https://www.automotive-fleet.com/articles/the-safest-fleets-arent-the-ones-with-the-most-technology,Automotive Fleet,rss,2026-08-11T15:25:27+00:00,,classified,asset-tracking,iot-platforms,0.75,Article discusses leveraging a telematics investment for fleet safety; telematics maps directly to IoT Platforms (which explicitly includes telematics) and monitoring fleet vehicles maps to Asset tracking.,,,0.55,source_type:rss,secondary_media,valid_past,market_move,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, business_trigger",https://www.automotive-fleet.com/articles/the-safest-fleets-arent-the-ones-with-the-most-technology,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:iot; business_trigger:investment,investment,3,True,Automotive | asset-tracking | iot-platforms
386,Automotive,How Element Uses AI to Streamline Fleet Maintenance Decisions,"AI-powered decision support helps Element maintenance advisors reduce research time, improve repair consistency, and potentially speed vehicle uptime for fleet clients.",https://www.automotive-fleet.com/articles/how-element-uses-ai-to-streamline-fleet-maintenance-decisions,Automotive Fleet,rss,2026-08-06T20:38:02+00:00,,classified,predictive-maintenance,machine-learning,0.8,"Article discusses using AI to support fleet maintenance decisions, improve repair consistency, and speed vehicle uptime, which aligns closely with the predictive maintenance use case.",,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: data_ai, industrial_operations",https://www.automotive-fleet.com/articles/how-element-uses-ai-to-streamline-fleet-maintenance-decisions,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations,,data_ai:ai; data_ai:predictive; industrial_operations:maintenance,,1,False,Automotive | predictive-maintenance | machine-learning
388,Automotive,What Comes Next for Auto Driveaway?,"A new Auto Driveaway feature called Arrive provides recipients with live location updates and ETAs during the final hour of a vehicle move, while fleet customers continue to have end-to-end shipment visibility through the company's customer portal.",https://www.automotive-fleet.com/news/auto-driveaway-launches-arrive-tracking-feature-for-vehicle-pickup-and-delivery,Automotive Fleet,rss,2026-08-06T12:01:01+00:00,,classified,asset-tracking,iot-platforms,0.9,"The article describes live location updates, ETAs, and end-to-end shipment visibility for fleet vehicles, which directly aligns with asset tracking and telematics/IoT platforms.",,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://www.automotive-fleet.com/news/auto-driveaway-launches-arrive-tracking-feature-for-vehicle-pickup-and-delivery,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot,,1,False,Automotive | asset-tracking | iot-platforms
412,Automotive,Tackling Rising Costs: Why Fleets are Turning to Embedded Telematics,,https://www.automotive-fleet.com/webinars/tackling-rising-costs-why-fleets-are-turning-to-embedded-telematics,Automotive Fleet,rss,2026-07-29T19:10:57+00:00,,classified,asset-tracking,iot-platforms,0.8,"Article title mentions fleets turning to embedded telematics, which aligns with tracking physical assets (asset-tracking) using connected sensor platforms (iot-platforms).",,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://www.automotive-fleet.com/webinars/tackling-rising-costs-why-fleets-are-turning-to-embedded-telematics,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot; connectivity:connected,,1,False,Automotive | asset-tracking | iot-platforms
420,Automotive,How Stellantis Plans to Get Ahead of Fleet Downtime,"Keeping fleet vehicles on the road has become as important as buying them. Darren Bradshaw of Mopar North America explains how connected vehicle data, AI, and proactive service strategies are helping Stellantis reduce downtime and move closer to predictive maintenance.",https://www.automotive-fleet.com/videos/can-stellantis-fix-fleet-vehicles-before-they-fail,Automotive Fleet,rss,2026-07-23T12:02:58+00:00,,classified,predictive-maintenance,machine-learning,0.95,The article explicitly states Stellantis is using connected vehicle data and AI to reduce fleet downtime and move closer to predictive maintenance.,,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, data_ai, industrial_operations",https://www.automotive-fleet.com/videos/can-stellantis-fix-fleet-vehicles-before-they-fail,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; data_ai; industrial_operations,,connectivity:connected; data_ai:ai; data_ai:predictive; industrial_operations:maintenance,,1,False,Automotive | predictive-maintenance | machine-learning
431,Automotive,How Better Visibility Cut Speeding Violations by 48%,"Fleet leaders don't need more data, they need clearer visibility into what the data is saying. This case study explores how one utility replaced speeding-event counts with a single metric — miles driven in violation — to strengthen safety and significantly reduce speeding violations.",https://www.automotive-fleet.com/whitepapers/how-better-visibility-cut-speeding-violations-by-48,Automotive Fleet,rss,2026-07-17T23:20:02+00:00,,classified,compliance-monitoring,iot-platforms,0.75,"The article discusses monitoring 'speeding violations' and using a specific metric ('miles driven in violation') to strengthen safety, which aligns with verifying operations against internal or regulatory rules (compliance-monitoring). The collection of this fleet data inherently relies on telematics, which falls under iot-platforms.",,,0.55,source_type:rss,secondary_media,valid_past,regulation,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, business_trigger",https://www.automotive-fleet.com/whitepapers/how-better-visibility-cut-speeding-violations-by-48,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; business_trigger,,connectivity:iot; business_trigger:compliance,regulatory,4,True,Automotive | compliance-monitoring | iot-platforms
435,Automotive,Teletrac Navman Begins Next Chapter as Standalone Private Company,What's new with Teletrac Navman and its new owner?,https://www.automotive-fleet.com/news/teletrac-navman-begins-next-chapter-as-standalone-private-company,Automotive Fleet,rss,2026-07-16T12:00:07+00:00,,classified,asset-tracking,iot-platforms,0.8,"Teletrac Navman is a telematics and fleet management company, which maps to asset tracking (locating and monitoring physical assets/vehicles) and IoT platforms (which explicitly includes telematics).",,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://www.automotive-fleet.com/news/teletrac-navman-begins-next-chapter-as-standalone-private-company,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot,,1,False,Automotive | asset-tracking | iot-platforms
445,Automotive,Nexar-Nauto Merger Aims to Give Fleets Better Safety Intelligence Through Larger Driving Dataset,Stefan Heck tells Automotive Fleet that combining more than 10 billion miles of driving history with Nexar's AI models will give fleets deeper insights into driver risk and roadway conditions than either company could provide independently.,https://www.automotive-fleet.com/news/nexar-nauto-merger-aims-to-give-fleets-better-safety-intelligence-through-larger-driving-dataset,Automotive Fleet,rss,2026-07-13T03:31:24+00:00,,classified,risk-scoring,computer-vision,0.7,The article discusses providing fleets with 'insights into driver risk' (quantifying operational risk) by applying 'AI models' to a large 'driving dataset' (dashcam video data) to understand roadway conditions and driver behavior.,,,0.55,source_type:rss,secondary_media,valid_past,market_move,medium,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://www.automotive-fleet.com/news/nexar-nauto-merger-aims-to-give-fleets-better-safety-intelligence-through-larger-driving-dataset,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:ai,merger,3,True,Automotive | risk-scoring | computer-vision
450,Automotive,Deleting Driver Data Is No Longer Enough in Connected Vehicles,"A factory reset may erase what's stored inside a vehicle, but it doesn't always end a former driver's digital connection. Here's how fleets can make digital offboarding part of every vehicle transition to reduce privacy, security, and compliance risks.",https://www.automotive-fleet.com/articles/deleting-driver-data-is-no-longer-enough-in-connected-vehicles,Automotive Fleet,rss,2026-07-08T14:00:09+00:00,,classified,compliance-monitoring,cybersecurity-platform,0.7,"Article discusses reducing privacy, security, and compliance risks by managing digital offboarding and deleting driver data in connected vehicles.",,,0.55,source_type:rss,secondary_media,valid_past,market_trend,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, cybersecurity, industrial_operations, business_trigger",https://www.automotive-fleet.com/articles/deleting-driver-data-is-no-longer-enough-in-connected-vehicles,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; cybersecurity; industrial_operations; business_trigger,,connectivity:connected; cybersecurity:cyber; cybersecurity:security; industrial_operations:factory; business_trigger:compliance,transition,2,False,Automotive | compliance-monitoring | cybersecurity-platform
455,Automotive,Integrating Legacy Fleet Systems and Historical Data,"In this episode, we bring together fleet and technology leaders to unpack the realities of data integration, system migrations, and the evolving role of AI in fleet management.",https://www.automotive-fleet.com/podcasts/integrating-legacy-fleet-systems-and-historical-data,Automotive Fleet,rss,2026-07-02T22:06:18+00:00,,classified,asset-tracking,cloud-data-platform,0.7,"The article discusses fleet management, which maps to asset tracking, and focuses on integrating legacy systems and historical data, which aligns with cloud data platforms for data integration and storage.",,,0.55,source_type:rss,secondary_media,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: cloud_edge, data_ai",https://www.automotive-fleet.com/podcasts/integrating-legacy-fleet-systems-and-historical-data,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,cloud_edge; data_ai,,cloud_edge:cloud; cloud_edge:data platform; data_ai:ai,,1,False,Automotive | asset-tracking | cloud-data-platform
41000,Automotive,PILOTING EUROPEAN GREEN AIR MOBILITY AND SERVICES FOR URBAN SOCIETAL READINESS,"Urban mobility across Europe is under unprecedented strain, with congestion, emissions, and infrastructure limitations threatening climate neutrality and liveability. Innovative Air Mobility (IAM) including drones and eVTOL systems, offers a transformative solution for...",https://cordis.europa.eu/project/id/101270568,CORDIS,cordis,2026-06-01T00:00:00+00:00,recent,classified,route-optimization,autonomous-vehicles-drones,0.7,"The article discusses Innovative Air Mobility (IAM) including drones and eVTOL systems as a transformative solution for urban mobility, which aligns with autonomous vehicles/drones technology and route optimization for transport.",0.9587013721466064,1,0.8,source_type:cordis,primary_institutional,valid_past,proof_signal,medium,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: business_trigger,https://cordis.europa.eu/project/id/101270568,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,business_trigger,,business_trigger:pilot,pilot,3,False,Automotive | route-optimization | autonomous-vehicles-drones
41104,Automotive,"Advanced Thermal Comfort and Energy Management for Personalized, Efficient and Weather-Aware Electric Vehicle Operation","The AETHER Consortium brings together 12 participants from industrial and research backgrounds to de-liver innovative energy management solutions for Battery Electric Vehicles (BEVs), with a focus on light duty vehicles (LDVs) and light commercial vehicles (LCVs) operating in...",https://cordis.europa.eu/project/id/101271390,CORDIS,cordis,2026-06-01T00:00:00+00:00,recent,classified,energy-optimization,machine-learning,0.7,"The article focuses on 'innovative energy management solutions' for Battery Electric Vehicles (BEVs) to improve efficiency, which aligns with energy-optimization. Machine learning is inferred as the likely technology for advanced, personalized, and weather-aware energy management, though not explicitly stated in the brief excerpt.",0.9826276898384094,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: data_ai, industrial_operations",https://cordis.europa.eu/project/id/101271390,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; industrial_operations,,data_ai:machine learning; industrial_operations:industrial,,1,False,Automotive | energy-optimization | machine-learning
41109,Automotive,AI-driven Modular Platform for Emission-Reduction & Efficient Shipping,"Waterborne transport is at a climate crossroads, with its significant emissions threatening EU Green Deal objectives. As the vast majority of today’s fleet will operate beyond 2040, waiting for new-build solutions is not an option. The sector urgently needs scalable...",https://cordis.europa.eu/project/id/101271067,CORDIS,cordis,2026-06-01T00:00:00+00:00,recent,classified,environmental-emissions-monitoring,machine-learning,0.7,"The article focuses on emission-reduction in shipping, fitting environmental/emissions monitoring. The 'AI-driven' platform suggests machine learning as the core technology.",0.9997289776802063,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: data_ai,https://cordis.europa.eu/project/id/101271067,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai,,data_ai:machine learning,,1,False,Automotive | environmental-emissions-monitoring | machine-learning
41112,Automotive,PROTECTING ROAD ELECTRIC VEHICLES ECOSYSTEM THROUGH ENHANCED CYBER RESILIENCE AND NETWORKED THREAT MITIGATION,"Cyberattacks targeting electric vehicles (EVs), charging stations, and grid-connected mobility systems are increasing in frequency and complexity, threatening Europe’s digital, energy, and transport resilience. PrEVent delivers Europe’s first end-to-end cybersecurity...",https://cordis.europa.eu/project/id/101269392,CORDIS,cordis,2026-05-01T00:00:00+00:00,recent,classified,anomaly-detection,cybersecurity-platform,0.85,"The article discusses mitigating cyberattacks and enhancing cyber resilience for electric vehicles and connected systems, which aligns with anomaly detection (detecting abnormal patterns including cybersecurity threats) and cybersecurity platforms (security tooling protecting systems).",0.9782770276069641,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,"Complete taxonomy plus Orange-addressable themes: connectivity, cybersecurity",https://cordis.europa.eu/project/id/101269392,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity; cybersecurity,,connectivity:network; connectivity:connected; cybersecurity:cyber; cybersecurity:security; cybersecurity:resilience,,1,False,Automotive | anomaly-detection | cybersecurity-platform
41115,Automotive,Innovative models and integrated digital tools for Battery Electric long-haul LOGistICs,BELOGIC accelerates the large-scale deployment of battery-electric trucks in long-haul logistics by combining innovative logistic models with advanced digital tools and demonstrating that the cost of operating battery-electric trucks can be lower than operating with ICE...,https://cordis.europa.eu/project/id/101270175,CORDIS,cordis,2026-05-01T00:00:00+00:00,recent,classified,route-optimization,digital-twin,0.6,"The project focuses on optimizing long-haul logistics for battery-electric trucks using 'innovative logistic models' and 'integrated digital tools', which closely aligns with route optimization for transport. The 'integrated digital tools' for simulation and monitoring of logistics align with digital twin concepts, though specific technology terms are broad.",0.9801843762397766,1,0.8,source_type:cordis,primary_institutional,valid_past,market_move,high,RELEVANT,high,inferred,"Complete taxonomy plus Orange-addressable themes: data_ai, business_trigger",https://cordis.europa.eu/project/id/101270175,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,data_ai; business_trigger,,data_ai:digital twin; business_trigger:deployment,deploy; deployment,3,True,Automotive | route-optimization | digital-twin
41116,Automotive,"Pioneering User-centric wireless, smart and bi-directionaL charging Solutions for Electric light-duty vehicles","By 2030, the prevision state that among 30 to 54 million of electric Light-Duty Vehicles (LDV) will be driving on the EU roads. In addition, to accompany this evolution and meet the European Commission's target of 3.5 million public charging points by 2030, an estimated...",https://cordis.europa.eu/project/id/101270569,CORDIS,cordis,2026-05-01T00:00:00+00:00,recent,classified,energy-optimization,iot-platforms,0.6,"The article focuses on bi-directional charging for electric vehicles, which relates to optimizing energy consumption and grid load (energy-optimization), and involves smart, connected charging infrastructure (iot-platforms).",0.8843634128570557,1,0.8,source_type:cordis,primary_institutional,valid_past,unknown,low,RELEVANT,medium,inferred,Complete taxonomy plus Orange-addressable themes: connectivity,https://cordis.europa.eu/project/id/101270569,exact_url,transparent_rules_v2,ready_for_scoring,auto_completed,connectivity,,connectivity:iot; connectivity:connected,,1,False,Automotive | energy-optimization | iot-platforms
