id,connector,source_name,source_type,source_quality,title,url_canonical,guid,published_at,collected_at,content,geography,vertical_hint,domain_hint,signal_type_hint,extra_json
12,rss,ZDNet,trade_press,3,Best robot vacuum mops of 2026: Expert tested,https://www.zdnet.com/article/best-robot-vacuum-mop,150f4d1e-4971-4566-86df-494b313dd0df,2026-08-19T14:12:00+00:00,2026-08-20T10:08:36.855240+00:00,"We've tested over 50 top robot vacuum-and-mop combos from brands like Roborock, Eufy, Ecovacs, and Dreame to choose the best to keep a home clean.",,,,,{}
13,rss,ZDNet,trade_press,3,The best TVs of 2026: Expert tested and recommended,https://www.zdnet.com/article/best-tv,1df989ab-f2ff-4e47-929f-d3e376ba5085,2026-08-19T13:36:00+00:00,2026-08-20T10:08:36.855265+00:00,"I have been writing about TVs and home theater tech for the better part of a decade. These are the best TVs ZDNET has tested from brands like LG, Samsung, and Hisense.",,,,,{}
14,rss,ZDNet,trade_press,3,I tested Bose's new midrange headphones - now the pricey Ultras feel redundant,https://www.zdnet.com/article/bose-quietcomfort-headphones-2-review,f74c12be-987b-4619-8117-243493028ee4,2026-08-19T13:30:50+00:00,2026-08-20T10:08:36.855288+00:00,"Bose's second-gen QuietComfort headphones retain their $359 price tag, but flaunt meaningful upgrades from their predecessor.",,,,,{}
15,rss,ZDNet,trade_press,3,Get better color accuracy on your TV with these simple steps,https://www.zdnet.com/article/how-to-get-better-color-accuracy-on-your-tv,ed36de55-3f41-4e8c-9649-9cd64a23674d,2026-08-19T11:08:23+00:00,2026-08-20T10:08:36.855311+00:00,"Even if it has impressive out-of-the-box color, your new (or old) TV can always benefit from a few simple tweaks to get the best color accuracy possible.",,,,,{}
16,rss,ZDNet,trade_press,3,"I tested the LG C6 OLED for a week, and the colors made me question my Mini LED loyalty",https://www.zdnet.com/article/lg-c6-oled-review,d42e46f2-0f9c-45e0-a182-6f002c2272dd,2026-08-19T11:06:15+00:00,2026-08-20T10:08:36.855333+00:00,"One of LG's flagship OLED TVs got a refresh with the C6, and it won a ZDNET Lab Award for the most accurate color reproduction.",,,,,{}
17,rss,ZDNet,trade_press,3,The Hisense U8QG is one of the smartest TV buys I can recommend,https://www.zdnet.com/article/hisense-u8qg-review,877c64ee-9124-4cb8-8fd1-02e6f473a344,2026-08-19T11:06:00+00:00,2026-08-20T10:08:36.855355+00:00,The Hisense U8QG delivers premium features at a midrange price and wins a ZDNET Lab Award for the most accurate color reproduction.,,,,,{}
18,rss,ZDNet,trade_press,3,We lab-tested 7 TVs for color accuracy - and the winners weren't Sony or Samsung,https://www.zdnet.com/article/most-accurate-color-reproduction-tvs-lab-tested,9a281440-f712-4206-9b2a-cef1623e2fc1,2026-08-19T11:00:51+00:00,2026-08-20T10:08:36.855379+00:00,ZDNET's latest Lab Award crowns two flagship TVs that have the most accurate color reproduction in SDR and HDR formats.,,,,,{}
19,rss,ZDNet,trade_press,3,Framework's new Pro modular laptop is everything I wanted (minus the cost of memory),https://www.zdnet.com/article/framework-laptop-13-pro-review,d71c4008-1c55-4cf9-a017-ceaae3fafbc6,2026-08-19T09:36:00+00:00,2026-08-20T10:08:36.855401+00:00,The Framework 13 Pro is a great example of when brands listen to their consumers - even if price and availability are problematic.,,,,,{}
20,rss,ZDNet,trade_press,3,Firefox is the browser to beat right now if you use AI - here's why,https://www.zdnet.com/article/firefox-smart-window-ai-browser-tools,245671cb-c2db-4771-9950-94b0689f2f55,2026-08-19T08:54:00+00:00,2026-08-20T10:08:36.855424+00:00,Mozilla has finally released the beta of Firefox Smart Window. I ran it through its paces and found features that might lure me back to my old favorite browser.,,,,,{}
21,rss,The Register,trade_press,3,SparkyLinux 8.4 rekindles support for 32-bit PCs,https://www.theregister.com/os-platforms/2026/08/20/sparkylinux-84-rekindles-support-for-32-bit-pcs/5289203,https://www.theregister.com/a/5289203,2026-08-20T08:45:00+00:00,2026-08-20T10:08:36.855446+00:00,"Almost exactly a year after SparkyLinux 8.0 abandoned installation images for 32-bit PCs, version 8.4 has brought them back. The distro remains based on Debian 13 and retains the codename ""the Seven Sisters."" The Register first checked out SparkyLinux back in 2015, and this vulture took a look at version 7 a couple of years ago. Beyond the changes inherited from the move from Debian 12 to Debian 13, this version isn't hugely different. The project's own self-description covers the basics. (The project also offers release info in Polish, jeśli wolisz to.) It comes in both rolling-release and stable variants, and you get a choice of versions with different desktops: LXQt, MATE, Xfce, and KDE, plus a minimal command-line only edition, and a minimal GUI edition with Openbox. All offer Sparky's improved package manager, called Aptus. Sparky 8.4 isn't the first Debian-derivative we've seen that offers a 32-bit edition. That distinction goes to Window Maker Live 13.2, and earlier this year, we also scoped out antiX 26, which offers several older kernel versions. We tried the 64-bit LXQt flavor of SparkyLinux 8.4, and installation was a cinch with the cross-platform Calamares installer. It ships with Linux kernel 6.12 by default. For comparison, we tried the 32-bit edition, in its ""minimal GUI"" variant. There is no graphical installer, so you must run a command-line one in a terminal. It asks numerous questions about locales and keyboard layouts, but gets the job done. At the end, it offered a comprehensive choice of desktop environments, including the original CDE – open sourced in 2012 – and its modern recreation, NsCDE. We compared the two in 2022. To see how it looked, we chose CDE. A few minutes later, we rebooted and logged directly into the third-of-a-century-old environment. It works fine: we left the VirtualBox defaults on for a 32-bit VM – 1 GB of RAM and 8 GB of disk – and the system fit comfortably, consuming 6.9 GB of storage and 259 MB of memory. There's no Snap or Flatpak support installed, but it does use systemd, just like Debian itself. The 32-bit edition uses the same kernel version 6.12 as its 64-bit sibling, although the minimum spec has been increased a little: it now requires a 686-class CPU with PAE support. Mozilla ended mainstream 32-bit Linux builds after Firefox 144, with ESR 140 serving as the final supported branch. Sparky supplies its own 32-bit build of Firefox 140 ESR, which worked without complaint. This could be a useful way to revive an old Atom-powered netbook or similar machine: 32-bit code generally has a smaller memory footprint than its 64-bit equivalent. It could also suit extremely small VMs, while remaining worth a look on more capable hardware. ®",,,,,{}
22,rss,The Register,trade_press,3,AI agent suggested installing a malware package. Engineer almost took its advice,https://www.theregister.com/security/2026/08/20/ai-agent-suggested-installing-a-malware-package-engineer-almost-took-its-advice/5289849,https://www.theregister.com/a/5289849,2026-08-20T07:00:00+00:00,2026-08-20T10:08:36.855500+00:00,"PWNED Welcome back to PWNED, the column where we make fun of those who are security self-owned, so hopefully you don’t do the same. This week, we have a story that’s hot off the presses about a company almost sabotaging its security by using AI for programming. Have a story about someone leaving a gaping hole in their network? Share it with us at pwned@sitpub.com. Anonymity is available upon request. Our tale of machine learning malfeasance comes courtesy of Sergiy Fitsak, managing director of Softjourn, a consulting and software development company. He reminds us that, when it comes to AI, don’t trust: verify. During the course of business, one engineer asked an AI agent to recommend a package that they needed for a common task. The agent came back with the name of a legitimate-sounding package, which was formatted like a familiar library. At many organizations, this would have been the end of the story. The developer would have taken the AI agent’s advice and downloaded and installed the recommended package. However, at Softjourn, the company has a policy which they actually followed: double-check any software recommendations made by AI to make sure they are legit. The developer skimmed the recommended package’s source code on GitHub and noticed that it had few downloads and had just been created a few days earlier. In other words, it was suspicious. According to Fitsak, attackers have found a way to exploit package names hallucinated by AI models. “The problem is that AI models sometimes invent package names that sound plausible but don't exist, a pattern security researchers have started calling 'slopsquatting,'” he told us. “Attackers have caught on and now register real packages under those exact invented names, betting that a developer under deadline pressure will install first and check later.” If Softjourn hadn’t been so careful, they could have installed a malware package. We don’t know the exact payload, but this malware package could have given crims a backdoor into their systems and the ability to steal data or wreak other havoc. “We caught it because we'd already built a habit of verifying download counts and reviewing source code on GitHub before installing anything an AI recommends, even when it looks routine,” Fitsak said. “It takes a few extra minutes. Skipping that step once is how a team ends up explaining a supply chain compromise instead of shipping a feature on time.” The lesson here is a very simple one: Don’t trust the package names that AI agents recommend. Have a human check the supply chain. And always have a human in the loop so they can take the time to stop and approve any outside code that comes into a project. ®",,,,,{}
23,rss,The Register,trade_press,3,China marches towards re-usable rockets with successful first-stage landing,https://www.theregister.com/offbeat/2026/08/20/china-marches-towards-re-usable-rockets-with-successful-first-stage-landing/5290095,https://www.theregister.com/a/5290095,2026-08-20T06:21:40+00:00,2026-08-20T10:08:36.855560+00:00,"Chinese space startup LandSpace has landed a first-stage booster on land, the first time a Middle Kingdom company has achieved the feat. LandSpace flies rockets called Zhuque and has built three generations of the craft. Zhuque-1 only flew once, in 2018. Zhuque-2 became the first liquid oxygen-methane vehicle to reach orbit when it first flew in 2022. It can can carry 6,000 kilograms to a 200km low Earth orbit or 4,000kg to a 600km Sun-synchronous orbit. LandSpace has flown it eight times since 2022. Six missions succeeded. Zhuque-3 is the company’s new flagship and can hoist 21,300 kg to a 450km orbit. The rocket uses LandSpace’s own TQ-12A engines, which burn liquid oxygen-methane fuel. The rocket’s first stage is re-usable, and can land on its four legs. LandSpace flew the Zhuque-3 for the first time last December, but the mission failed – although its on-board Ethernet performed brilliantly. The company did better yesterday, when a Zhuque-3 sent a satellite into orbit and managed to land its first stage. You can see a video of the landing on the company’s Weixin account. The company says the rocket lifted off at 7:35 AM yesterday, split its first and second stages 137 seconds into the flight, and landed the first stage at 7:41 AM. The launchpad and landing site are about 250km apart. LandSpace says the rocket performed a high-altitude return attitude adjustment, reentry ignition powered deceleration, aerodynamic gliding control, landing ignition deceleration, and deployed its landing legs. “The mission systematically verified the entire process of the first stage returning to the land landing pad from high-speed flight,” the company trumpeted. Re-usable rockets reduce the cost of space flight by removing the need to build a vehicle for every launch. LandSpace has designed its engines and first stages to fly up to 20 times. It hasn’t proven it can re-use a rocket even once, yet, or how quickly it can get a used vehicle back on the launchpad. Just landing a first stage is, however, mightily impressive as only SpaceX and Blue Origin have previously achieved the feat. China has big ambitions in space, including huge constellations of broadband satellites, extending its space station, and building a moon base. Beijing knows re-usable rockets will help – it recently tested catching them in a net mounted on a barge at sea. State media has hailed LandSpace’s feat as a “major breakthrough” and reported that China’s National Space Agency is working on other re-usable tech to advance the nation’s ability to launch more stuff, more often, at lower cost. ®",,,,,{}
24,rss,The Register,trade_press,3,IBM says super-chill boxes that connect through 'cryogenic tunnels' will get quantum computers scaling,https://www.theregister.com/systems/2026/08/20/ibm-says-super-chill-boxes-that-connect-through-cryogenic-tunnels-will-get-quantum-computers-scaling/5290067,https://www.theregister.com/a/5290067,2026-08-20T04:57:58+00:00,2026-08-20T10:08:36.855605+00:00,"IBM has shown off designs for cooling hardware it says will allow quantum computers to scale. Quantum computers rely on qubits – atoms or circuits put into a state of probability that means they can simultaneously store a value of zero and one – and which computer scientists make using complex circuitry or by suspending an atom with lasers. IBM produces qubits with chips that can only run at temperatures close to absolute zero. Big Blue’s quantum boxes therefore need serious cooling, and the company has to date made its fridges round and large. On Wednesday, the company revealed smaller, rectangular, modular cryogenic cabinets. The image below shows two of them holding some IBM quantum kit. IBM says the boxes you see above are three times larger than a domestic fridge, are made of solid aluminum panels and framing, and provide “approximately 0.53 square meters of available wiring area and 2.75 cubic meters of vacuum chamber volume.” That’s enough space to hold “larger single processors and denser system configurations.” Big Blue sees these boxes as a design that it can re-use for future generations of quantum hardware, suggesting that such machines will become less exotic, and cheaper to acquire and operate. It’s also possible to connect the coolers, which matters because IBM has hit limits in terms of scaling the number of qubits it can pack into a single chip. The company therefore envisions connecting quantum processors so they each work on different parts of a job. Standard practice in the datacenter has long been to use racks full of hardware that nestle right next to each other, to allow for best use of space, and for neater and more manageable cabling (which can even make a difference to performance with a shorter cable path). Short connections and clean cabling are even more important for quantum computers. Indeed, IBM admits that its current cylindrical coolers “require long and noisy connections between processors.” Noise is the enemy of quantum computers, as it can destroy a superposition and ruin a calculation. The boxes shown above therefore include openings through which IBM will run “quantum cables,” protected by “multiple layers of thermal shielding” that form “a protected cryogenic tunnel between systems.” Temperatures inside that tunnel remain at the extremely low temperatures needed to keep a quantum computer operating without frequent glitching and improve fault tolerance. IBM is therefore hopeful that its boxy adaptation of racking for the quantum age will let it build bigger Q-puters, which will mean AI is not the only source of “This new type of computer will deliver amazing breakthroughs in everything” hype. ®",,,,,{}
25,rss,The Register,trade_press,3,Microsoft ends one of the last ways to buy VMware without big bundles,https://www.theregister.com/virtualization/2026/08/20/microsoft-ends-one-of-the-last-ways-to-buy-vmware-without-big-bundles/5290044,https://www.theregister.com/a/5290044,2026-08-20T02:13:33+00:00,2026-08-20T10:08:36.855640+00:00,"Microsoft has signalled it will end one of the last remaining ways to acquire VMware products outside of a big bundle. Redmond’s main offer for Virtzillains is the Azure VMware Solution (AVS), a cloudy affair that includes vCenter, vSAN, vSphere, and NSX and licenses for them all – but not the Software-Defined Datacenter Manager tool that Broadcom uses to package its wares into a centrally-manageable hybrid cloud in its flagship Cloud Foundation (VCF) suite. Since acquiring VMware, Broadcom has gone all-in on VCF and no longer sells a standalone low-end server virtualization product. The Register understands the VMware channel and sales team almost never sell licenses for vSphere Foundation, a bundle that’s useful on the edge or branch office, unless it’s part of a bigger deal that includes VCF. Services like AVS therefore represent an alternative for orgs that want to keep using VMware, but don’t want to jump to VCF. Broadcom isn’t keen on licensing anything other than the entire VCF bundle and made that plain with licensing changes that mean its hyperscale partners are not allowed to sell VMware licenses. The code-and-chips shop therefore requires customers to bring their own VCF licenses to any cloudy VMware service. Microsoft this week announced that it will therefore retire the license-included version of AVS, and that customers who use the service will need to acquire a VCF license and move to a different Azure arrangement by August 30, 2027. The Windows giant said it will stop selling license-included AVS from October 31, 2026 and warned users to start planning a move because their current rigs won’t work in the future. “Allow plenty of time to purchase VCF licenses from Broadcom and complete the transition to AVS VCF BYOL,” the company advises. “For customers evaluating modernization opportunities, start assessing current AVS environments immediately, and develop a transition roadmap to ensure you have ample time to exit AVS and avoid service disruption on August 31, 2027.” Broadcom announced the requirement for BYOL licensing late last year, and other hyperscalers have already adopted it, so VCS users should have had an inkling that change was coming. For some, this will not be their first recent VMware migration, as Broadcom has twice made changes that meant smaller cloud providers had to discontinue service, making a move to an alternative provider or platform necessary. Broadcom doesn’t mind much if smaller VMware customers move to another server virtualization vendor: it unashamedly focuses on larger customers it thinks will get the most benefit from VCF and points to most of its target customers acquiring the suite, and increased VMware revenue, as evidence its strategy is working. ®",,,,,{}
26,rss,The Register,trade_press,3,AMD inches closer to its goal of making AI suck less ... energy,https://www.theregister.com/systems/2026/08/20/amd-inches-closer-to-its-goal-of-making-ai-suck-less-energy/5289990,https://www.theregister.com/a/5289990,2026-08-19T23:42:30+00:00,2026-08-20T10:08:36.855677+00:00,"AI’s thirst for power remains an ongoing concern, but fear not: AMD says it’s making steady progress towards its goal of boosting rack efficiency 20x by the end of the decade. In a blog post published this week, the House of Zen estimates that, as of 2026, its systems are already 4x more efficient than they were in 2024. Certainly, a lot has changed since then. As you may recall, AMD began volume production of the MI300X, its first true datacenter GPU designed for AI, that year. The 750-watt part boasted up to 2.6 petaFLOPS of dense FP8 performance, which at the time made it competitive on paper with Nvidia’s Hopper generation of AI accelerators. Since then, AMD has pulled every lever and pushed every button at its disposal to squeeze more FLOPS per watt from its GPU systems, push its memory and scale-up fabrics harder, and optimize its software stack in order to catch up with its larger, more successful rival. This included adding support for 4-bit floating point data types, new memory technologies, increasing interconnect speeds, and transitioning from conventional GPU servers to fully-integrated rack-scale systems. ""The counterintuitive thing here… is the bigger the device, the more efficient it is,"" AMD SVP and Fellow Sam Naffziger told El Reg last year when the chipmaker announced the initiative. Last month, AMD revealed the fruits of its labors with the launch of said rack-scale compute platform, codenamed Helios, which crams 72 MI455X GPUs into a single massive system. Compared to the MI300X, each MI455X boasts between 7.7x and 15.4x higher floating point performance, 2.25x more HBM, 4.4x faster memory, and 4x chip-to-chip interconnect bandwidth. Without question, the chip is faster, but it also requires more than 3x the power. Instead, the biggest performance gains come from just how efficiently AMD can scale AI workloads across the system’s six dozen accelerators. As usual, AMD isn’t exactly a pioneer here. Nvidia made the leap to rack-scale in late 2024, with the launch of its Grace Blackwell-based NVL72 systems that also pack 72 GPUs into a single rack-sized system. At the time, Nvidia CEO Jensen Huang boasted that compared to an equivalent number of Hopper GPUs, GB200 NVL72 racks delivered a 4x uplift in training and 30x improvement in inference performance. While the benefits of rack-scale architectures are clear, it’s worth emphasizing AMD is using a very different methodology to calculate efficiency, by weighting max achieved FLOPS, memory, and interconnect bandwidth differently for training and inference, rather than basing their comparison on real-world application performance. It’s also worth nothing that AMD’s 4x claim is an estimate. The first Helios units should ship to customers this calendar quarter. We expect the first MLPerf and InferenceX benchmarks to follow not long after. However, assuming AMD can make good on its goals, it says two Helios racks will be able to do the same work that required 570 racks full of kit in 2024. Put more realistically, for the same power customers will be able to deploy 20x more compute, assuming the bubble hasn’t already popped by then and taken demand with it. ®",,,,,{}
27,rss,The Register,trade_press,3,"'Not a theoretical risk,' feds warn as attackers use AI-made code to hack critical infrastructure controllers",https://www.theregister.com/security/2026/08/19/not-a-theoretical-risk-feds-warn-as-attackers-use-ai-made-code-to-hack-critical-infrastructure-controllers/5289960,https://www.theregister.com/a/5289960,2026-08-19T22:38:41+00:00,2026-08-20T10:08:36.855717+00:00,"Attackers are using AI-generated exploitation scripts to break into internet-exposed Siemens S7 Series programmable logic controllers (PLCs) at water, manufacturing, energy, and other critical facilities, in what five US federal agencies on Wednesday called an “active threat.” In this latest round of intrusions against American critical infrastructure, the attackers use open source industrial automation libraries – specifically snap7.dll/python-snap7 – combined with AI coding assistants. Armed with the open source libraries and AI, the miscreants create custom tools that mimic operational technology (OT) monitoring software and provide read/write access to the PLC devices’ memory, configuration data, and ladder logic programs via the S7comm protocol. “This is not a theoretical risk – it is an active threat,” the feds warned. While the joint alert from the National Security Agency (NSA), Cybersecurity and Infrastructure Security Agency (CISA), Federal Bureau of Investigation (FBI), Department of Energy (DOE), and Environmental Protection Agency (EPA) doesn’t attribute the threats to a particular government or criminal group, Iranian cyber operatives are suspected of being behind recent attacks targeting PLCs at water and wastewater facilities across at least 12 states, including a cyberattack that disrupted more than 30 community water systems in Minnesota in late July. “This appears to be a continuation of the same suite of activity we suspect is affiliated with Iran targeting PLCs,” Cynthia Kaiser, Halcyon Ransomware Research Center SVP, told The Register. “Iran-affiliated actors and adversaries are actively targeting a wide swath of operational technology because these PLCs underpin essential health, safety, and critical infrastructure across society.” National security and infosec experts last week told The Register that while there is no indication that the water-system hackers used AI in their intrusions, they worried that attackers would soon add AI to their arsenals for attacks against critical infrastructure. Now, that threat appears to be here. “What the advisory highlights with regard to AI usage aligns with what we’ve expected: state-sponsored adversaries are leveraging AI across the board for discrete tasks, like code checks and scripting, to scale their operations and move faster,” Kaiser, a former FBI cyber division deputy assistant director, told us on Wednesday. “The advisory reflects the broader reality that threat actors are using AI to increase their efficiency.” Siemens S7 Series PLCs under fire According to the Wednesday security alert, the latest attacks specifically target internet-exposed Siemens S7 Series PLCs across critical manufacturing, energy, water and wastewater, chemical, food and agriculture, and commercial facilities – in other words: most of the critical industries providing goods and services that Americans use in their daily lives. “Additionally, Siemens S7 Series PLCs are used in other sectors, including the Defense Industrial Base (DIB), and could be targeted there as well,” the feds warned. The Register reached out to the agencies for additional information about the attacks but did not receive any response to our questions. Attackers use internet-scanning services such as Censys and ZoomEye to find exposed, “poorly protected” PLCs running outdated software or using default passwords – and now they’ve got an AI boost. “Threat actors are using AI assistance to generate exploitation scripts using publicly available information on these Siemens S7 Series PLCs for initial access, credential access, denial of service, and other objectives,” the agencies said. “If these PLCs are exposed to the Internet or insufficiently segmented, then threat actors can exploit various critical and high severity known vulnerabilities in these PLCs.” The use of AI also indicates “an evolution in threat actor capabilities,” reducing the need for advanced technical knowledge about OT, and allowing the attacker to more rapidly develop working industrial control system malware and attack chains, the alert says. “I think that the bigger issue is still how exposed OT environments are,” Benny Czarny, CEO and founder of critical infrastructure security firm Opswat, told The Register in an email. “AI makes it much easier for an attacker to create and modify scripts targeting PLCs, so the barrier to attacking industrial systems continues to fall. But for me the answer is not simply better AI detection.” To mitigate this threat, the feds say critical infrastructure owners and operators should first – immediately – inventory all Siemens S7 Series PLCs in their environment, apply security patches as needed, and make sure no PLCs are accessible from the internet. It's also worth checking for anomalous S7comm behavior, including connections from non-engineering workstations, unusual data block access patterns, or write operations outside change windows, the feds suggest. Sequential IP scanning on port 102 and repeated connection attempts with varying parameters can indicate attackers conducting reconnaissance, and Snap7.dll library usage outside approved workstations may also indicate the presence of intruders on the network – so be sure to use these and the rest of the detection strategies detailed in the government security advisory to hunt for anomalies that may indicate a compromise. In addition to looking for indicators of compromise relevant to these intrusions, Czarny said it's critical to reduce the OT attack surface. “If data only needs to leave an OT network, use a data diode,” he said. “There should be no network path back to the PLC for an attacker to exploit. Yes, AI makes this more urgent. But the real lesson for me is still the same: stop giving attackers a path to the critical system in the first place. And do not rely on antivirus and sandboxes to protect your data flow.” ®",,,,,{}
