source_dataset,purpose,year,country,nace_code,region,size_class,indic_sbs,observed_value,status_flag,raw_value
sbs_sc_ovw,primary_enterprise_denominator,2024,AT,J60,dach,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,AT,K,dach,50-249,ENT_NR,240.0,p,240 p
sbs_sc_ovw,primary_enterprise_denominator,2024,AT,K,dach,GE250,ENT_NR,71.0,p,71 p
sbs_sc_ovw,primary_enterprise_denominator,2024,AT,Q86,dach,50-249,ENT_NR,102.0,p,102 p
sbs_sc_ovw,primary_enterprise_denominator,2024,AT,Q86,dach,GE250,ENT_NR,31.0,p,31 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,B,benelux,50-249,ENT_NR,5.0,p,5 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,B,benelux,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C,benelux,50-249,ENT_NR,1140.0,p,1140 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C,benelux,GE250,ENT_NR,312.0,p,312 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C21,benelux,50-249,ENT_NR,16.0,p,16 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C21,benelux,GE250,ENT_NR,16.0,p,16 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C254,benelux,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C254,benelux,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C29,benelux,50-249,ENT_NR,26.0,p,26 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C29,benelux,GE250,ENT_NR,15.0,p,15 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C303,benelux,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,C303,benelux,GE250,ENT_NR,5.0,p,5 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,D35,benelux,50-249,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,D35,benelux,GE250,ENT_NR,8.0,p,8 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,F,benelux,50-249,ENT_NR,416.0,p,416 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,F,benelux,GE250,ENT_NR,78.0,p,78 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,G46,benelux,50-249,ENT_NR,559.0,p,559 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,G46,benelux,GE250,ENT_NR,85.0,p,85 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,G47,benelux,50-249,ENT_NR,283.0,p,283 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,G47,benelux,GE250,ENT_NR,77.0,p,77 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,H,benelux,50-249,ENT_NR,368.0,p,368 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,H,benelux,GE250,ENT_NR,97.0,p,97 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,J58,benelux,50-249,ENT_NR,18.0,p,18 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,J58,benelux,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,J59,benelux,50-249,ENT_NR,15.0,p,15 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,J59,benelux,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,J60,benelux,50-249,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,J60,benelux,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,K,benelux,50-249,ENT_NR,120.0,p,120 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,K,benelux,GE250,ENT_NR,50.0,p,50 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,Q86,benelux,50-249,ENT_NR,84.0,p,84 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BE,Q86,benelux,GE250,ENT_NR,137.0,p,137 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,B,eastern_europe,50-249,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,B,eastern_europe,GE250,ENT_NR,9.0,p,9 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C,eastern_europe,50-249,ENT_NR,1419.0,p,1419 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C,eastern_europe,GE250,ENT_NR,252.0,p,252 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C21,eastern_europe,50-249,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C21,eastern_europe,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C254,eastern_europe,50-249,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C254,eastern_europe,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C29,eastern_europe,50-249,ENT_NR,17.0,p,17 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C29,eastern_europe,GE250,ENT_NR,20.0,p,20 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C303,eastern_europe,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,C303,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,D35,eastern_europe,50-249,ENT_NR,27.0,p,27 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,D35,eastern_europe,GE250,ENT_NR,15.0,p,15 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,F,eastern_europe,50-249,ENT_NR,538.0,p,538 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,F,eastern_europe,GE250,ENT_NR,31.0,p,31 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,G46,eastern_europe,50-249,ENT_NR,430.0,p,430 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,G46,eastern_europe,GE250,ENT_NR,33.0,p,33 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,G47,eastern_europe,50-249,ENT_NR,335.0,p,335 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,G47,eastern_europe,GE250,ENT_NR,55.0,p,55 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,H,eastern_europe,50-249,ENT_NR,282.0,p,282 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,H,eastern_europe,GE250,ENT_NR,47.0,p,47 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,J58,eastern_europe,50-249,ENT_NR,15.0,p,15 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,J58,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,J59,eastern_europe,50-249,ENT_NR,11.0,p,11 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,J59,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,J60,eastern_europe,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,J60,eastern_europe,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,K,eastern_europe,50-249,ENT_NR,78.0,p,78 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,K,eastern_europe,GE250,ENT_NR,37.0,p,37 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,Q86,eastern_europe,50-249,ENT_NR,149.0,p,149 p
sbs_sc_ovw,primary_enterprise_denominator,2024,BG,Q86,eastern_europe,GE250,ENT_NR,24.0,p,24 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,B,dach,50-249,ENT_NR,16.0,p,16 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,B,dach,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C,dach,50-249,ENT_NR,1910.0,p,1910 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C,dach,GE250,ENT_NR,397.0,p,397 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C21,dach,50-249,ENT_NR,59.0,p,59 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C21,dach,GE250,ENT_NR,32.0,p,32 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C254,dach,50-249,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C254,dach,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C29,dach,50-249,ENT_NR,15.0,p,15 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C29,dach,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C303,dach,50-249,ENT_NR,8.0,p,8 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,C303,dach,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,D35,dach,50-249,ENT_NR,75.0,p,75 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,D35,dach,GE250,ENT_NR,36.0,p,36 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,F,dach,50-249,ENT_NR,840.0,p,840 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,F,dach,GE250,ENT_NR,84.0,p,84 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,G46,dach,50-249,ENT_NR,629.0,p,629 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,G46,dach,GE250,ENT_NR,98.0,p,98 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,G47,dach,50-249,ENT_NR,348.0,p,348 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,G47,dach,GE250,ENT_NR,85.0,p,85 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,H,dach,50-249,ENT_NR,416.0,p,416 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,H,dach,GE250,ENT_NR,122.0,p,122 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,J58,dach,50-249,ENT_NR,51.0,p,51 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,J58,dach,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,J59,dach,50-249,ENT_NR,20.0,p,20 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,J59,dach,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,J60,dach,50-249,ENT_NR,14.0,p,14 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CH,J60,dach,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,B,eastern_europe,50-249,ENT_NR,20.0,p,20 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,B,eastern_europe,GE250,ENT_NR,14.0,p,14 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C,eastern_europe,50-249,ENT_NR,2850.0,p,2850 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C,eastern_europe,GE250,ENT_NR,813.0,p,813 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C21,eastern_europe,50-249,ENT_NR,16.0,p,16 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C21,eastern_europe,GE250,ENT_NR,12.0,p,12 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C254,eastern_europe,50-249,ENT_NR,5.0,p,5 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C254,eastern_europe,GE250,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C29,eastern_europe,50-249,ENT_NR,159.0,p,159 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C29,eastern_europe,GE250,ENT_NR,140.0,p,140 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C303,eastern_europe,50-249,ENT_NR,18.0,p,18 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,C303,eastern_europe,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,D35,eastern_europe,50-249,ENT_NR,63.0,p,63 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,D35,eastern_europe,GE250,ENT_NR,25.0,p,25 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,F,eastern_europe,50-249,ENT_NR,503.0,p,503 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,F,eastern_europe,GE250,ENT_NR,52.0,p,52 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,G46,eastern_europe,50-249,ENT_NR,631.0,p,631 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,G46,eastern_europe,GE250,ENT_NR,82.0,p,82 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,G47,eastern_europe,50-249,ENT_NR,262.0,p,262 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,G47,eastern_europe,GE250,ENT_NR,105.0,p,105 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,H,eastern_europe,50-249,ENT_NR,458.0,p,458 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,H,eastern_europe,GE250,ENT_NR,118.0,p,118 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,J58,eastern_europe,50-249,ENT_NR,32.0,p,32 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,J58,eastern_europe,GE250,ENT_NR,11.0,p,11 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,J59,eastern_europe,50-249,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,J59,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,J60,eastern_europe,50-249,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,J60,eastern_europe,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,K,eastern_europe,50-249,ENT_NR,102.0,p,102 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,K,eastern_europe,GE250,ENT_NR,38.0,p,38 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,Q86,eastern_europe,50-249,ENT_NR,213.0,p,213 p
sbs_sc_ovw,primary_enterprise_denominator,2024,CZ,Q86,eastern_europe,GE250,ENT_NR,56.0,p,56 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,B,germany,50-249,ENT_NR,120.0,p,120 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,B,germany,GE250,ENT_NR,22.0,p,22 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C,germany,50-249,ENT_NR,14980.0,p,14980 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C,germany,GE250,ENT_NR,4802.0,p,4802 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C21,germany,50-249,ENT_NR,86.0,p,86 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C21,germany,GE250,ENT_NR,97.0,p,97 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C254,germany,50-249,ENT_NR,13.0,p,13 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C254,germany,GE250,ENT_NR,9.0,p,9 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C29,germany,50-249,ENT_NR,335.0,p,335 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C29,germany,GE250,ENT_NR,203.0,p,203 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C303,germany,50-249,ENT_NR,35.0,p,35 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C303,germany,GE250,ENT_NR,25.0,p,25 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,D35,germany,50-249,ENT_NR,503.0,p,503 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,D35,germany,GE250,ENT_NR,231.0,p,231 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,F,germany,50-249,ENT_NR,4484.0,p,4484 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,F,germany,GE250,ENT_NR,479.0,p,479 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,G46,germany,50-249,ENT_NR,4437.0,p,4437 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,G46,germany,GE250,ENT_NR,895.0,p,895 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,G47,germany,50-249,ENT_NR,5158.0,p,5158 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,G47,germany,GE250,ENT_NR,648.0,p,648 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,H,germany,50-249,ENT_NR,4140.0,p,4140 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,H,germany,GE250,ENT_NR,669.0,p,669 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,J58,germany,50-249,ENT_NR,326.0,p,326 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,J58,germany,GE250,ENT_NR,143.0,p,143 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,J59,germany,50-249,ENT_NR,170.0,p,170 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,J59,germany,GE250,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,J60,germany,50-249,ENT_NR,30.0,p,30 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,J60,germany,GE250,ENT_NR,6.0,p,6 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,K,germany,50-249,ENT_NR,893.0,p,893 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,K,germany,GE250,ENT_NR,706.0,p,706 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,Q86,germany,50-249,ENT_NR,2430.0,p,2430 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,Q86,germany,GE250,ENT_NR,1003.0,p,1003 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,B,nordics,50-249,ENT_NR,8.0,p,8 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,B,nordics,GE250,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C,nordics,50-249,ENT_NR,855.0,p,855 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C,nordics,GE250,ENT_NR,192.0,p,192 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C21,nordics,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C21,nordics,GE250,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C254,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C254,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C29,nordics,50-249,ENT_NR,13.0,p,13 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C29,nordics,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C303,nordics,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C303,nordics,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,D35,nordics,50-249,ENT_NR,27.0,p,27 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,D35,nordics,GE250,ENT_NR,17.0,p,17 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,F,nordics,50-249,ENT_NR,474.0,p,474 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,F,nordics,GE250,ENT_NR,47.0,p,47 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,G46,nordics,50-249,ENT_NR,548.0,p,548 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,G46,nordics,GE250,ENT_NR,73.0,p,73 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,G47,nordics,50-249,ENT_NR,378.0,p,378 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,G47,nordics,GE250,ENT_NR,66.0,p,66 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,H,nordics,50-249,ENT_NR,289.0,p,289 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,H,nordics,GE250,ENT_NR,89.0,p,89 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,J58,nordics,50-249,ENT_NR,49.0,p,49 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,J58,nordics,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,J59,nordics,50-249,ENT_NR,30.0,p,30 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,J59,nordics,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,J60,nordics,50-249,ENT_NR,13.0,p,13 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,J60,nordics,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,K,nordics,50-249,ENT_NR,125.0,p,125 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,K,nordics,GE250,ENT_NR,49.0,p,49 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,Q86,nordics,50-249,ENT_NR,45.0,p,45 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,Q86,nordics,GE250,ENT_NR,12.0,p,12 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,B,eastern_europe,50-249,ENT_NR,9.0,p,9 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,B,eastern_europe,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C,eastern_europe,50-249,ENT_NR,386.0,p,386 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C,eastern_europe,GE250,ENT_NR,51.0,p,51 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C21,eastern_europe,50-249,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C21,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C254,eastern_europe,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C254,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C29,eastern_europe,50-249,ENT_NR,12.0,p,12 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C29,eastern_europe,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C303,eastern_europe,50-249,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C303,eastern_europe,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,D35,eastern_europe,50-249,ENT_NR,10.0,p,10 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,D35,eastern_europe,GE250,ENT_NR,5.0,p,5 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,F,eastern_europe,50-249,ENT_NR,53.0,p,53 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,F,eastern_europe,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,G46,eastern_europe,50-249,ENT_NR,70.0,p,70 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,G46,eastern_europe,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,G47,eastern_europe,50-249,ENT_NR,76.0,p,76 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,G47,eastern_europe,GE250,ENT_NR,38.0,p,38 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,H,eastern_europe,50-249,ENT_NR,74.0,p,74 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,H,eastern_europe,GE250,ENT_NR,11.0,p,11 p
