technology_proxy,technology_label,source_dataset,indicator,year,country,region,source_nace_code,size_class,unit,adoption_rate_percent,adoption_rate,basis,proxy_reason,status_flag,raw_value
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,AT,dach,C10-S951_X_K,50-249,PC_ENT,44.56,0.4456,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,44.56
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,NL,benelux,C10-S951_X_K,GE250,PC_ENT,67.64,0.6764,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,67.64
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,NO,nordics,C10-S951_X_K,50-249,PC_ENT,45.34,0.4534,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,45.34
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,NO,nordics,C10-S951_X_K,GE250,PC_ENT,66.04,0.6604000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,66.04
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,PL,eastern_europe,C10-S951_X_K,50-249,PC_ENT,14.77,0.1477,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,14.77
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,PL,eastern_europe,C10-S951_X_K,GE250,PC_ENT,45.81,0.4581,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,45.81
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,PT,southern_europe,C10-S951_X_K,50-249,PC_ENT,18.21,0.1821,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,18.21
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,PT,southern_europe,C10-S951_X_K,GE250,PC_ENT,49.15,0.4915,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,49.15
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,RO,eastern_europe,C10-S951_X_K,50-249,PC_ENT,7.79,0.0779,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,7.79
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,RO,eastern_europe,C10-S951_X_K,GE250,PC_ENT,20.75,0.2075,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,20.75
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,SE,nordics,C10-S951_X_K,50-249,PC_ENT,49.6,0.496,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,49.60
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,SE,nordics,C10-S951_X_K,GE250,PC_ENT,71.87,0.7187,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,71.87
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,SI,eastern_europe,C10-S951_X_K,50-249,PC_ENT,30.62,0.3062,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,30.62
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,SI,eastern_europe,C10-S951_X_K,GE250,PC_ENT,71.74,0.7173999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,71.74
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,SK,eastern_europe,C10-S951_X_K,50-249,PC_ENT,23.05,0.2305,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,23.05
ai,Enterprise use of any AI technology,isoc_eb_ai,E_AI_TANY,2025,SK,eastern_europe,C10-S951_X_K,GE250,PC_ENT,43.74,0.4374,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,43.74
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,AT,dach,C10-S951_X_K,50-249,PC_ENT,57.45,0.5745,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,57.45
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,AT,dach,C10-S951_X_K,GE250,PC_ENT,79.66,0.7966,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,79.66
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,BE,benelux,C10-S951_X_K,50-249,PC_ENT,75.12,0.7512000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,75.12
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,BE,benelux,C10-S951_X_K,GE250,PC_ENT,91.09,0.9109,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,91.09
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,BG,eastern_europe,C10-S951_X_K,50-249,PC_ENT,25.85,0.2585,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,25.85
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,BG,eastern_europe,C10-S951_X_K,GE250,PC_ENT,43.64,0.4364,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,43.64
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,CZ,eastern_europe,C10-S951_X_K,50-249,PC_ENT,53.53,0.5353,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,53.53
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,CZ,eastern_europe,C10-S951_X_K,GE250,PC_ENT,70.32,0.7031999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,70.32
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,DE,germany,C10-S951_X_K,50-249,PC_ENT,55.49,0.5549000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,55.49
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,DE,germany,C10-S951_X_K,GE250,PC_ENT,75.69,0.7569,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,75.69
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,DK,nordics,C10-S951_X_K,50-249,PC_ENT,79.31,0.7931,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,79.31
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,DK,nordics,C10-S951_X_K,GE250,PC_ENT,91.49,0.9148999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,91.49
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,EE,eastern_europe,C10-S951_X_K,50-249,PC_ENT,76.16,0.7615999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,76.16
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,EE,eastern_europe,C10-S951_X_K,GE250,PC_ENT,82.58,0.8258,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,82.58
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,ES,southern_europe,C10-S951_X_K,50-249,PC_ENT,54.9,0.5489999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,54.90
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,ES,southern_europe,C10-S951_X_K,GE250,PC_ENT,77.44,0.7744,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,77.44
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,FI,nordics,C10-S951_X_K,50-249,PC_ENT,86.35,0.8634999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,86.35
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,FI,nordics,C10-S951_X_K,GE250,PC_ENT,95.04,0.9504,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,95.04
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,FR,france,C10-S951_X_K,50-249,PC_ENT,58.72,0.5871999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,58.72
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,FR,france,C10-S951_X_K,GE250,PC_ENT,81.94,0.8194,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,81.94
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,HR,eastern_europe,C10-S951_X_K,50-249,PC_ENT,59.92,0.5992000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,59.92
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,HR,eastern_europe,C10-S951_X_K,GE250,PC_ENT,77.93,0.7793000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,77.93
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,HU,eastern_europe,C10-S951_X_K,50-249,PC_ENT,58.12,0.5811999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,58.12
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,HU,eastern_europe,C10-S951_X_K,GE250,PC_ENT,78.56,0.7856000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,78.56
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,IE,uk_ireland,C10-S951_X_K,50-249,PC_ENT,75.01,0.7501000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,75.01
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,IE,uk_ireland,C10-S951_X_K,GE250,PC_ENT,87.86,0.8786,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,87.86
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,IT,southern_europe,C10-S951_X_K,50-249,PC_ENT,78.47,0.7847,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,78.47
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,IT,southern_europe,C10-S951_X_K,GE250,PC_ENT,87.03,0.8703,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,87.03
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,LT,eastern_europe,C10-S951_X_K,50-249,PC_ENT,73.19,0.7319,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,73.19
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,LT,eastern_europe,C10-S951_X_K,GE250,PC_ENT,87.5,0.875,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,87.50
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,LU,benelux,C10-S951_X_K,50-249,PC_ENT,52.45,0.5245000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,52.45
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,LU,benelux,C10-S951_X_K,GE250,PC_ENT,62.9,0.629,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,62.90
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,LV,eastern_europe,C10-S951_X_K,50-249,PC_ENT,52.41,0.5241,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,52.41
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,LV,eastern_europe,C10-S951_X_K,GE250,PC_ENT,69.51,0.6951,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,69.51
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,NL,benelux,C10-S951_X_K,50-249,PC_ENT,79.58,0.7958,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,79.58
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,NL,benelux,C10-S951_X_K,GE250,PC_ENT,88.47,0.8847,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,88.47
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,NO,nordics,C10-S951_X_K,50-249,PC_ENT,79.87,0.7987000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,79.87
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,NO,nordics,C10-S951_X_K,GE250,PC_ENT,85.87,0.8587,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,85.87
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,PL,eastern_europe,C10-S951_X_K,50-249,PC_ENT,61.45,0.6145,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,61.45
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,PL,eastern_europe,C10-S951_X_K,GE250,PC_ENT,81.14,0.8114,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,81.14
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,PT,southern_europe,C10-S951_X_K,50-249,PC_ENT,,,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,: u
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,PT,southern_europe,C10-S951_X_K,GE250,PC_ENT,74.15,0.7415,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,74.15
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,RO,eastern_europe,C10-S951_X_K,50-249,PC_ENT,26.77,0.2677,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,26.77
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,RO,eastern_europe,C10-S951_X_K,GE250,PC_ENT,42.49,0.4249,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,42.49
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,SE,nordics,C10-S951_X_K,50-249,PC_ENT,79.94,0.7994,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,79.94
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,SE,nordics,C10-S951_X_K,GE250,PC_ENT,92.21,0.9220999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,92.21
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,SI,eastern_europe,C10-S951_X_K,50-249,PC_ENT,60.31,0.6031,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,60.31
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,SI,eastern_europe,C10-S951_X_K,GE250,PC_ENT,83.63,0.8362999999999999,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,83.63
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,SK,eastern_europe,C10-S951_X_K,50-249,PC_ENT,48.58,0.4858,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,48.58
cloud,Use of intermediate or sophisticated paid cloud services,isoc_cicce_use,E_CC1_SI,2025,SK,eastern_europe,C10-S951_X_K,GE250,PC_ENT,59.2,0.5920000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,59.20
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,AT,dach,C10-S951_X_K,50-249,PC_ENT,98.68,0.9868000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,98.68
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,AT,dach,C10-S951_X_K,GE250,PC_ENT,99.74,0.9974,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.74
cybersecurity,Use of at least one ICT security measure,isoc_cisce_ra,E_SECMGE1,2024,BE,benelux,C10-S951_X_K,50-249,PC_ENT,99.43,0.9943000000000001,proxy,All-business non-financial ICT rate used as a cross-vertical proxy; it is not a vertical-specific adoption rate.,,99.43
