source_dataset,purpose,year,country,nace_code,region,size_class,indic_sbs,observed_value,status_flag,raw_value
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C,germany,GE250,ENT_NR,4802.0,p,4802 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C29,germany,50-249,ENT_NR,335.0,p,335 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DE,C29,germany,GE250,ENT_NR,203.0,p,203 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C,nordics,50-249,ENT_NR,855.0,p,855 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C,nordics,GE250,ENT_NR,192.0,p,192 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C29,nordics,50-249,ENT_NR,13.0,p,13 p
sbs_sc_ovw,primary_enterprise_denominator,2024,DK,C29,nordics,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C,eastern_europe,50-249,ENT_NR,386.0,p,386 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C,eastern_europe,GE250,ENT_NR,51.0,p,51 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C29,eastern_europe,50-249,ENT_NR,12.0,p,12 p
sbs_sc_ovw,primary_enterprise_denominator,2024,EE,C29,eastern_europe,GE250,ENT_NR,2.0,p,2 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C,southern_europe,50-249,ENT_NR,4952.0,p,4952 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C,southern_europe,GE250,ENT_NR,1088.0,p,1088 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C29,southern_europe,50-249,ENT_NR,160.0,p,160 p
sbs_sc_ovw,primary_enterprise_denominator,2024,ES,C29,southern_europe,GE250,ENT_NR,89.0,p,89 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C,nordics,50-249,ENT_NR,791.0,p,791 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C,nordics,GE250,ENT_NR,196.0,p,196 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C29,nordics,50-249,ENT_NR,23.0,p,23 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FI,C29,nordics,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C,france,50-249,ENT_NR,4568.0,p,4568 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C,france,GE250,ENT_NR,1520.0,p,1520 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C29,france,50-249,ENT_NR,129.0,p,129 p
sbs_sc_ovw,primary_enterprise_denominator,2024,FR,C29,france,GE250,ENT_NR,80.0,p,80 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C,eastern_europe,50-249,ENT_NR,656.0,p,656 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C,eastern_europe,GE250,ENT_NR,149.0,p,149 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C29,eastern_europe,50-249,ENT_NR,6.0,p,6 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HR,C29,eastern_europe,GE250,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C,eastern_europe,50-249,ENT_NR,1577.0,p,1577 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C,eastern_europe,GE250,ENT_NR,442.0,p,442 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C29,eastern_europe,50-249,ENT_NR,69.0,p,69 p
sbs_sc_ovw,primary_enterprise_denominator,2024,HU,C29,eastern_europe,GE250,ENT_NR,75.0,p,75 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C,uk_ireland,50-249,ENT_NR,618.0,p,618 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C,uk_ireland,GE250,ENT_NR,190.0,p,190 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C29,uk_ireland,50-249,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IE,C29,uk_ireland,GE250,ENT_NR,,,: @C
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C,nordics,50-249,ENT_NR,76.0,p,76 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C,nordics,GE250,ENT_NR,16.0,p,16 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C29,nordics,50-249,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IS,C29,nordics,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C,southern_europe,50-249,ENT_NR,9543.0,p,9543 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C,southern_europe,GE250,ENT_NR,1629.0,p,1629 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C29,southern_europe,50-249,ENT_NR,245.0,p,245 p
sbs_sc_ovw,primary_enterprise_denominator,2024,IT,C29,southern_europe,GE250,ENT_NR,97.0,p,97 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LT,C,eastern_europe,50-249,ENT_NR,657.0,p,657 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LT,C,eastern_europe,GE250,ENT_NR,143.0,p,143 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LT,C29,eastern_europe,50-249,ENT_NR,9.0,p,9 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LT,C29,eastern_europe,GE250,ENT_NR,7.0,p,7 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LU,C,benelux,50-249,ENT_NR,89.0,p,89 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LU,C,benelux,GE250,ENT_NR,27.0,p,27 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LU,C29,benelux,50-249,ENT_NR,4.0,p,4 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LU,C29,benelux,GE250,ENT_NR,0.0,p,0 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LV,C,eastern_europe,50-249,ENT_NR,392.0,p,392 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LV,C,eastern_europe,GE250,ENT_NR,61.0,p,61 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LV,C29,eastern_europe,50-249,ENT_NR,5.0,p,5 p
sbs_sc_ovw,primary_enterprise_denominator,2024,LV,C29,eastern_europe,GE250,ENT_NR,3.0,p,3 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NL,C,benelux,50-249,ENT_NR,2000.0,p,2000 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NL,C,benelux,GE250,ENT_NR,424.0,p,424 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NL,C29,benelux,50-249,ENT_NR,44.0,p,44 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NL,C29,benelux,GE250,ENT_NR,14.0,p,14 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NO,C,nordics,50-249,ENT_NR,705.0,p,705 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NO,C,nordics,GE250,ENT_NR,127.0,p,127 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NO,C29,nordics,50-249,ENT_NR,16.0,p,16 p
sbs_sc_ovw,primary_enterprise_denominator,2024,NO,C29,nordics,GE250,ENT_NR,1.0,p,1 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PL,C,eastern_europe,50-249,ENT_NR,5582.0,p,5582 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PL,C,eastern_europe,GE250,ENT_NR,1569.0,p,1569 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PL,C29,eastern_europe,50-249,ENT_NR,191.0,p,191 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PL,C29,eastern_europe,GE250,ENT_NR,125.0,p,125 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PT,C,southern_europe,50-249,ENT_NR,2377.0,p,2377 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PT,C,southern_europe,GE250,ENT_NR,342.0,p,342 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PT,C29,southern_europe,50-249,ENT_NR,67.0,p,67 p
sbs_sc_ovw,primary_enterprise_denominator,2024,PT,C29,southern_europe,GE250,ENT_NR,38.0,p,38 p
sbs_sc_ovw,primary_enterprise_denominator,2024,RO,C,eastern_europe,50-249,ENT_NR,2302.0,p,2302 p
sbs_sc_ovw,primary_enterprise_denominator,2024,RO,C,eastern_europe,GE250,ENT_NR,626.0,p,626 p
sbs_sc_ovw,primary_enterprise_denominator,2024,RO,C29,eastern_europe,50-249,ENT_NR,98.0,p,98 p
sbs_sc_ovw,primary_enterprise_denominator,2024,RO,C29,eastern_europe,GE250,ENT_NR,84.0,p,84 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SE,C,nordics,50-249,ENT_NR,1013.0,p,1013 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SE,C,nordics,GE250,ENT_NR,377.0,p,377 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SE,C29,nordics,50-249,ENT_NR,46.0,p,46 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SE,C29,nordics,GE250,ENT_NR,29.0,p,29 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SI,C,eastern_europe,50-249,ENT_NR,516.0,p,516 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SI,C,eastern_europe,GE250,ENT_NR,131.0,p,131 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SI,C29,eastern_europe,50-249,ENT_NR,21.0,p,21 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SI,C29,eastern_europe,GE250,ENT_NR,14.0,p,14 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SK,C,eastern_europe,50-249,ENT_NR,970.0,p,970 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SK,C,eastern_europe,GE250,ENT_NR,281.0,p,281 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SK,C29,eastern_europe,50-249,ENT_NR,73.0,p,73 p
sbs_sc_ovw,primary_enterprise_denominator,2024,SK,C29,eastern_europe,GE250,ENT_NR,65.0,p,65 p
