article_id,vertical,use_case_id,technology_id,source_name,source_type,title,url,published_date,total_contract_value_raw,notice_type,buyer_country,cpv_codes,deadline,is_award_notice,value_observation_status,currency_status,annualisation_status,comparability_note
3157,Defense,asset-tracking,computer-vision,TED,ted,Romania – Surveillance and security systems and devices – Modernizare sistem benzi bagaje Terminal Plecări,https://ted.europa.eu/bg/notice/-/detail/578629-2026,2026-08-21T00:00:00+00:00,19906446.0,cn-standard,['ROU'],35120000; 35120000; 35121000; 45111320; 50610000; 80510000,['2026-08-20T15:00:00+03:00'],False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
3173,Defense,asset-tracking,autonomous-vehicles-drones,TED,ted,"Denmark – Security, fire-fighting, police and defence equipment – Acquisition and support of Drone Remote ID (DRID) sensors",https://ted.europa.eu/bg/notice/-/detail/580597-2026,2026-08-21T00:00:00+00:00,8026000.0,cn-standard,['DNK'],35000000; 35125100; 35000000; 35125100,['2026-09-10T11:00:00Z'],False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
3299,Defense,it-operations-automation,cybersecurity-platform,TED,ted,Romania – Operating system enhancement software package – Acord-cadru de furnizare Upgrade soluție de management a update-urilor pentru echipamentele din rețea,https://ted.europa.eu/bg/notice/-/detail/577358-2026,2026-08-20T00:00:00+00:00,1842500.0,cn-standard,['ROU'],48213000; 48213000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
3372,Defense,environmental-emissions-monitoring,cloud-data-platform,TED,ted,"Slovakia – Security cameras – Vytvorenie centrálnej dátovej platformy a trvalý monitoring kvality ovzdušia, analýzy dopravy, parkovania a bezpečnosti",https://ted.europa.eu/bg/notice/-/detail/573980-2026,2026-08-19T00:00:00+00:00,185746.0,cn-standard,['SVK'],35125300; 48820000; 35125100; 38120000; 48461000; 48000000; 35125300; 48820000; 35125100; 38120000; 48461000; 48000000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
10982,Defense,asset-tracking,autonomous-vehicles-drones,TED,ted,Czechia – Unmanned aerial vehicles – 5G dronové centrum SPŠ Jeseník,https://ted.europa.eu/bg/notice/-/detail/581587-2025,2025-09-05T00:00:00+00:00,8950000.0,cn-standard,['CZE'],35613000; 51300000; 71314000; 35613000; 51300000; 71314000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
10986,Defense,asset-tracking,iot-platforms,TED,ted,Latvia – Surveillance and security systems and devices – Ugunsdzēsēja glābēja vizuāli audiālās vides iegāde Ugunsdrošības un civilās aizsardzības koledžas vajadzībām,https://ted.europa.eu/bg/notice/-/detail/579789-2025,2025-09-05T00:00:00+00:00,,cn-standard,['LVA'],35120000; 35120000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
45596,Defense,compliance-monitoring,iot-platforms,TED,ted,Ireland – Monitoring and control services – CCTV and Access Control System for Wicklow and Arklow Harbours,https://ted.europa.eu/bg/notice/-/detail/548212-2025,2025-08-22T00:00:00+00:00,170000.0,can-standard,['IRL'],71700000; 32234000; 35125300; 38651600; 50000000; 32231000; 32235000; 32500000; 32510000; 32570000; 34970000; 92222000; 79710000; 35120000; 35121000; 35121300; 35121700; 48730000; 35100000; 50600000; 50610000; 71700000; 32234000; 35125300; 38651600; 50000000; 32231000; 32235000; 32500000; 32510000; 32570000; 34970000; 92222000; 79710000; 35120000; 35121000; 35121300; 35121700; 48730000; 35100000; 50600000; 50610000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
45604,Defense,asset-tracking,connectivity-5g,TED,ted,Poland – Surveillance and security systems and devices – Zakup i montaż 8 szt. bramek kontrolnych (skanujących) wykorzystujących technologię fal milimetrowych (MMW) na przejścia graniczne,https://ted.europa.eu/bg/notice/-/detail/548867-2025,2025-08-22T00:00:00+00:00,8593495.94,cn-standard,['POL'],35120000; 35120000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
45630,Defense,asset-tracking,rfid-asset-tagging,TED,ted,"Romania – Security equipment – Furnizarea de porti de acces unisens cu toate accesoriile aferente, prestarea serviciilor de instalare, punere in functiune, respectiv intretinere in perioada de garantie",https://ted.europa.eu/bg/notice/-/detail/550876-2025,2025-08-22T00:00:00+00:00,1946453.39,can-modif,['ROU'],35121000; 35121000; 50000000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
17482,Defense,asset-tracking,rfid-asset-tagging,TED,ted,"Ireland – Supporting services for the government – Request for Tender for the commission, delivery, installation, maintenance and service of secure bicycle storage units.",https://ted.europa.eu/bg/notice/-/detail/545761-2025,2025-08-21T00:00:00+00:00,3000110.0,can-standard,['IRL'],75130000; 75120000; 92600000; 44613400; 44614300; 34928000; 34928400; 34432000; 34913510; 35121000; 75130000; 75120000; 92600000; 44613400; 44614300; 34928000; 34928400; 34432000; 34913510; 35121000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
17509,Defense,anomaly-detection,iot-platforms,TED,ted,Spain – Sensors – Suministro e instalación de un sistema de control de flujos de personas y de detección de riesgo de inundaciones,https://ted.europa.eu/bg/notice/-/detail/545354-2025,2025-08-21T00:00:00+00:00,474236.0,cn-standard,['ESP'],35125100; 32581000; 32581000; 35125100; 35125100; 32581000; 32581000; 32581000; 32581000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
17510,Defense,asset-tracking,iot-platforms,TED,ted,Latvia – Global navigation and positioning systems (GPS or equivalent) – Navigācijas radara iegāde un uzstādīšana,https://ted.europa.eu/bg/notice/-/detail/545413-2025,2025-08-21T00:00:00+00:00,,can-standard,['LVA'],38112100; 38112100,,True,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
11081,Defense,environmental-emissions-monitoring,iot-platforms,TED,ted,Spain-Madrid: Apparatus for measuring radiation,https://ted.europa.eu/bg/notice/-/detail/448554-2021,2021-09-06T00:00:00+00:00,158882.0,cn-standard,['ESP'],38341000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4152,Energy,anomaly-detection,cybersecurity-platform,TED,ted,Czechia – Computer accessories – I771 - Bezpečnostní síť a SIEM technologických systémů ETE,https://ted.europa.eu/bg/notice/-/detail/579161-2026,2026-08-21T00:00:00+00:00,1.0,cn-standard,['CZE'],30237200; 30237200,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4387,Energy,predictive-maintenance,iot-platforms,TED,ted,"Romania – Information technology services – Reparatie (inclusiv up-grade) instalatie Monitorizare Vibratii si Intrefier HA1, HA2 si HA3 / Sistem monitorizare diagnoza CHE Ciunget",https://ted.europa.eu/bg/notice/-/detail/575828-2026,2026-08-20T00:00:00+00:00,2218827.8,cn-standard,['ROU'],72222300; 72222300,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
15026,Energy,energy-optimization,iot-platforms,TED,ted,"Slovenia – Energy meters – Nakup merilnikov toplotne energije, komponent in rezervnih delov ter najema programske opreme z licencami po sklopih",https://ted.europa.eu/bg/notice/-/detail/581573-2025,2025-09-05T00:00:00+00:00,60578.84,veat,['SVN'],38551000; 48218000; 38551000; 48218000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
2883,"Finance, Banking, Insurance",compliance-monitoring,computer-vision,TED,ted,"Greece – Digital cameras – Προμήθεια, εγκατάσταση, λειτουργία και συντήρηση δικτύου Καμερών Καταγραφής Παραβάσεων Κ.Ο.Κ.",https://ted.europa.eu/bg/notice/-/detail/570134-2026,2026-08-18T00:00:00+00:00,35528875.0,cn-standard,['GRC'],38651600; 80533100; 79341000; 72000000; 50324100; 64200000; 51611100; 66519000; 38651600; 80533100; 79341000; 72000000; 50324100; 64200000; 51611100; 66519000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4920,Healthcare,automated-inspection-defect-detection,computer-vision,TED,ted,Poland – Endoscopes – Zakup toru wizyjnego wraz z zestawem endoskopów na potrzeby Działu Diagnostyki i Terapii Gastroenterologicznej w Świętokrzyskim Centrum Onkologii w Kielcach,https://ted.europa.eu/bg/notice/-/detail/578911-2026,2026-08-21T00:00:00+00:00,,cn-standard,['POL'],33168100; 33168000; 33190000; 33168100; 33168000; 33190000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4981,Healthcare,compliance-monitoring,cybersecurity-platform,TED,ted,Poland – Servers – Rozbudowa środowiska serwerowego wysokiej dostępności wraz z środowiskiem odzyskiwania danych oraz działania zwiększające poziom cyberbezpieczeństwa Szpitala,https://ted.europa.eu/bg/notice/-/detail/581033-2026,2026-08-21T00:00:00+00:00,3782597.78,can-standard,['POL'],48820000; 30233141; 48000000; 48422000; 48620000; 48710000; 48730000; 48811000; 72263000; 48820000; 30233141; 30233141; 48730000; 48730000; 48730000; 48820000; 30233141; 48730000; 48811000; 48620000; 48000000; 48422000; 48730000; 72263000; 72263000; 72263000; 72263000; 72263000; 48620000; 72263000; 48710000; 72263000; 72263000; 48730000; 72263000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4986,Healthcare,network-optimization,connectivity-5g,TED,ted,Poland – Network equipment – „Zakup urządzeń sieciowych do połączenia CPD”,https://ted.europa.eu/bg/notice/-/detail/581169-2026,2026-08-21T00:00:00+00:00,799038.0,can-standard,['POL'],32420000; 32420000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
5022,Healthcare,anomaly-detection,cybersecurity-platform,TED,ted,"Germany – IT services: consulting, software development, Internet and support – IT-Angriffserkennungssysteme",https://ted.europa.eu/bg/notice/-/detail/578821-2026,2026-08-21T00:00:00+00:00,,cn-standard,['DEU'],72000000; 72000000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
5058,Healthcare,compliance-monitoring,iot-platforms,TED,ted,Romania – Hygiene monitoring and testing equipment – Furnizare Sistem digital de monitorizare a igienei mainilor pentru prevenirea infectiilor nozocomiale si a consumului de solutii asociate,https://ted.europa.eu/bg/notice/-/detail/578506-2026,2026-08-21T00:00:00+00:00,23737190.07,cn-standard,['ROU'],38910000; 38910000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
12470,Healthcare,asset-tracking,industrial-robotics,TED,ted,Italy – Surgical tracking and tracing systems – Acquisto robot chirurgico e relativo materiale di consumo,https://ted.europa.eu/bg/notice/-/detail/579721-2025,2025-09-05T00:00:00+00:00,6812602.0,cn-standard,['ITA'],33169500; 33169500,['2025-09-18T10:00:00+02:00'],False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
19229,Healthcare,compliance-monitoring,cybersecurity-platform,TED,ted,Switzerland – Network infrastructure – Ersatzbeschaffung Internet-Firewall,https://ted.europa.eu/bg/notice/-/detail/545493-2025,2025-08-21T00:00:00+00:00,,cn-standard,['CHE'],32424000; 32424000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
3951,Lifesciences,anomaly-detection,cybersecurity-platform,TED,ted,Ireland – Information technology services – DPS for the provision of Managed ICT Security Services,https://ted.europa.eu/bg/notice/-/detail/578795-2026,2026-08-21T00:00:00+00:00,100000.0,can-standard,['IRL'],72222300; 48000000; 72212730; 72212731; 72246000; 72253200; 72300000; 72322000; 73421000; 79710000; 72222300; 48000000; 72212730; 72212731; 72246000; 72253200; 72300000; 72322000; 73421000; 79710000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
11735,Lifesciences,automated-inspection-defect-detection,computer-vision,TED,ted,"Norway – Laboratory, optical and precision equipments (excl. glasses) – 1105601 UiO Life Sciences user equipment. K936.02 Live Cell Imaging and Analysis",https://ted.europa.eu/bg/notice/-/detail/579757-2025,2025-09-05T00:00:00+00:00,,veat,['NOR'],38000000; 38000000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
2199,Manufacturing,energy-optimization,iot-platforms,TED,ted,Poland – Electrical services – SMART - Modernizacja oświetlenia publicznego wraz z instalacja usług typu smart na terenie Miasta Krakowa cz. I i cz. II,https://ted.europa.eu/bg/notice/-/detail/580178-2026,2026-08-21T00:00:00+00:00,18205863.16,can-standard,['POL'],71314100; 31500000; 31520000; 71314100; 71314100; 31500000; 31520000; 31500000; 31520000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
2257,Manufacturing,network-optimization,iot-platforms,TED,ted,"Romania – Scada or equivalent system – National Phasor Data System (NPDS) connected to International Phasor Data Exchange - Platformă Națională de Sincrofazori, conectată la Platforma Internațională pentru schimb de Date Sincrofazori (IPDE)",https://ted.europa.eu/bg/notice/-/detail/580558-2026,2026-08-21T00:00:00+00:00,5998203.99,cn-standard,['ROU'],42961200; 42961200; 30211300; 42965000; 71323100,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
2278,Manufacturing,energy-optimization,iot-platforms,TED,ted,Estonia – Engineering services – Tallinna valgustuspunktipõhise juhtimissüsteemi soetamine ja paigaldus,https://ted.europa.eu/bg/notice/-/detail/580264-2026,2026-08-21T00:00:00+00:00,10020000.0,cn-standard,['EST'],71300000; 72260000; 45222000; 51900000; 31700000; 71300000; 72260000; 45222000; 51900000; 31700000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4705,Media & Entertainment,environmental-emissions-monitoring,iot-platforms,TED,ted,"Romania – Flow-monitoring services – ,,Masuratori si observatii la statiile hidrometrice si forajele hidrogeologice de observatie aflate in patrimoniul Administratiei Bazinale de Apa Dobrogea-Litoral’’ – 33 LOTURI",https://ted.europa.eu/bg/notice/-/detail/579460-2026,2026-08-21T00:00:00+00:00,6178289.0,cn-standard,['ROU'],71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440; 71631440,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4762,Media & Entertainment,compliance-monitoring,cybersecurity-platform,TED,ted,Germany – Computer audit and testing services – Rahmenvertrag Penetrationstests,https://ted.europa.eu/bg/notice/-/detail/578580-2026,2026-08-21T00:00:00+00:00,,cn-standard,['DEU'],72800000; 72800000,['2026-09-15T10:00:00+02:00'],False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4826,Media & Entertainment,automated-inspection-defect-detection,digital-twin,TED,ted,"Finland – Architectural, construction, engineering and inspection services – Tietomallikoordinointi, rakennusten inventointimittaus sekä -mallinnus ja visualisointipalvelut",https://ted.europa.eu/bg/notice/-/detail/579978-2026,2026-08-21T00:00:00+00:00,600000.0,can-standard,['FIN'],71000000; 71000000; 71000000; 71000000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
4887,Media & Entertainment,network-optimization,connectivity-5g,TED,ted,Germany – Engineering services – Planungs- und Ingenieurleistungen zur Errichtung eines Glasfasernetzes - ZVBVRV Cluster 1,https://ted.europa.eu/bg/notice/-/detail/579747-2026,2026-08-21T00:00:00+00:00,0.0,can-standard,['DEU'],71300000; 71300000; 71300000; 71300000; 71300000; 71300000,,True,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
12221,Media & Entertainment,compliance-monitoring,cybersecurity-platform,TED,ted,"Greece – Information technology services – Προκήρυξη (περίληψη διακήρυξης) του διεθνούς, ηλεκτρονικού, ανοικτού διαγωνισμού για την σύμβαση παροχής υπηρεσίας με τίτλο «ΑΝΑΠΤΥΞΗ ΠΛΑΙΣΙΟΥ ΑΣΦΑΛΕΙΑΣ ΠΛΗΡΟΦΟΡΙΩΝ»",https://ted.europa.eu/bg/notice/-/detail/581416-2025,2025-09-05T00:00:00+00:00,1037000.0,can-standard,['GRC'],72222300; 72246000; 72222300; 72267000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
12234,Media & Entertainment,energy-optimization,iot-platforms,TED,ted,"Slovenia – Energy meters – Nakup merilnikov toplotne energije, komponent in rezervnih delov ter najema programske opreme z licencami po sklopih",https://ted.europa.eu/bg/notice/-/detail/581072-2025,2025-09-05T00:00:00+00:00,833000.0,veat,['SVN'],38551000; 38551000; 38551000; 38551000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
12239,Media & Entertainment,environmental-emissions-monitoring,iot-platforms,TED,ted,"Finland – Architectural, construction, engineering and inspection services – Rakennusten Lämpökuvauksen puitejärjestely sopimuskaudelle 2025 - 2027 (2027-2029)",https://ted.europa.eu/bg/notice/-/detail/581134-2025,2025-09-05T00:00:00+00:00,600000.0,can-standard,['FIN'],71000000; 71000000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
47125,Media & Entertainment,network-optimization,cloud-data-platform,TED,ted,France – Network equipment – MISE EN OEUVRE D'UNE ARCHITECTURE SDWAN,https://ted.europa.eu/bg/notice/-/detail/550402-2025,2025-08-22T00:00:00+00:00,400000.0,can-standard,['FRA'],32420000; 32420000; 32420000; 32420000,,True,award_value_requires_currency_validation,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
12295,Media & Entertainment,environmental-emissions-monitoring,cloud-data-platform,TED,ted,Italy-Ispra: Sentinel2 Global Mosaic within the Global Land Component of the Copernicus Land Service,https://ted.europa.eu/bg/notice/-/detail/448186-2021,2021-09-06T00:00:00+00:00,9500000.0,cn-standard,['ITA'],72319000,,False,demand_signal_only_not_awarded,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
5185,Natural Resources,asset-tracking,industrial-robotics,TED,ted,"Poland – Motor vehicles for the transport of 10 or more persons – Dostawa fabrycznie nowych samojezdnych maszyn górniczych (SMG) przeznaczonych do transportu ludzi w wyrobiskach podziemnych kopalni węgla kamiennego, w warunkach zagrożenia metanowego i pyłowego (Etap 1 zamówienia) oraz obsługę serwisową (Etap 2 zamówienia), zgodnie z postanowieniami SWZ",https://ted.europa.eu/bg/notice/-/detail/574670-2026,2026-08-19T00:00:00+00:00,,cn-standard,['POL'],34120000; 50000000; 34120000; 50000000,,False,excluded_no_positive_value,not_collected_in_source_database,not_available_contract_duration_not_collected,"Taxonomy-linked TED observation. Validate scope, currency and contract duration before using it as a comparable annual engagement value."
